11:42 p. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
11:53 p. m. --- humedad: 11.66667 , humedad Relativa: 12.33333 , Temperatura: 9.666667 , luminosidad: 30.96
11:53 p. m. --- humedad: 11.66667 , humedad Relativa: 12.33333 , Temperatura: 9.666667 , luminosidad: 30.96
11:54 p. m. --- humedad: 9 , humedad Relativa: 4.666667 , Temperatura: 9.666667 , luminosidad: 57.6
11:54 p. m. --- humedad: 9 , humedad Relativa: 4.666667 , Temperatura: 9.666667 , luminosidad: 57.6
11:54 p. m. --- humedad: 9 , humedad Relativa: 4.666667 , Temperatura: 9.666667 , luminosidad: 57.6
11:54 p. m. --- humedad: 9 , humedad Relativa: 4.666667 , Temperatura: 9.666667 , luminosidad: 57.6
11:54 p. m. --- humedad: 7.333333 , humedad Relativa: 2.333333 , Temperatura: 6.666667 , luminosidad: 28.8
11:54 p. m. --- humedad: 7.333333 , humedad Relativa: 2.333333 , Temperatura: 6.666667 , luminosidad: 28.8
11:54 p. m. --- humedad: 7.333333 , humedad Relativa: 2.333333 , Temperatura: 6.666667 , luminosidad: 28.8
11:54 p. m. --- humedad: 7.333333 , humedad Relativa: 2.333333 , Temperatura: 6.666667 , luminosidad: 51.3
11:54 p. m. --- humedad: 10.33333 , humedad Relativa: 14.33333 , Temperatura: 10 , luminosidad: 51.3
11:54 p. m. --- humedad: 10.33333 , humedad Relativa: 14.33333 , Temperatura: 10 , luminosidad: 51.3
11:54 p. m. --- humedad: 10.66667 , humedad Relativa: 11 , Temperatura: 5.666667 , luminosidad: 41.4
11:54 p. m. --- humedad: 10.66667 , humedad Relativa: 11 , Temperatura: 5.666667 , luminosidad: 41.4
11:54 p. m. --- humedad: 10.66667 , humedad Relativa: 11 , Temperatura: 5.666667 , luminosidad: 46.8
11:54 p. m. --- humedad: 6 , humedad Relativa: 9.333333 , Temperatura: 6.666667 , luminosidad: 46.8
11:54 p. m. --- humedad: 6 , humedad Relativa: 9.333333 , Temperatura: 6.666667 , luminosidad: 46.8
11:54 p. m. --- humedad: 9.666667 , humedad Relativa: 11 , Temperatura: 10.66667 , luminosidad: 30.24
11:54 p. m. --- humedad: 9.666667 , humedad Relativa: 11 , Temperatura: 10.66667 , luminosidad: 30.24
11:54 p. m. --- humedad: 14.66667 , humedad Relativa: 10.66667 , Temperatura: 10 , luminosidad: 53.28
11:54 p. m. --- humedad: 14.66667 , humedad Relativa: 10.66667 , Temperatura: 10 , luminosidad: 53.28
11:54 p. m. --- humedad: 14.66667 , humedad Relativa: 10.66667 , Temperatura: 10 , luminosidad: 53.28
11:54 p. m. --- humedad: 13.33333 , humedad Relativa: 11.66667 , Temperatura: 9.666667 , luminosidad: 41.76
11:54 p. m. --- humedad: 13.33333 , humedad Relativa: 11.66667 , Temperatura: 9.666667 , luminosidad: 41.76
11:54 p. m. --- humedad: 2.333333 , humedad Relativa: 7.333333 , Temperatura: 8 , luminosidad: 36.72
11:54 p. m. --- humedad: 2.333333 , humedad Relativa: 7.333333 , Temperatura: 8 , luminosidad: 36.72
11:54 p. m. --- humedad: 2.333333 , humedad Relativa: 7.333333 , Temperatura: 8 , luminosidad: 36.72
11:54 p. m. --- humedad: 8 , humedad Relativa: 12 , Temperatura: 9.333333 , luminosidad: 30.96
11:54 p. m. --- humedad: 8 , humedad Relativa: 12 , Temperatura: 9.333333 , luminosidad: 30.96
11:54 p. m. --- humedad: 4.666667 , humedad Relativa: 13.66667 , Temperatura: 3 , luminosidad: 50.4
11:55 p. m. --- humedad: 4.666667 , humedad Relativa: 13.66667 , Temperatura: 3 , luminosidad: 50.4
11:55 p. m. --- humedad: 4.666667 , humedad Relativa: 13.66667 , Temperatura: 3 , luminosidad: 50.4
11:55 p. m. --- humedad: 7.333333 , humedad Relativa: 9.333333 , Temperatura: 8 , luminosidad: 47.52
11:55 p. m. --- humedad: 7.333333 , humedad Relativa: 9.333333 , Temperatura: 8 , luminosidad: 47.52
11:55 p. m. --- humedad: 8.333333 , humedad Relativa: 8 , Temperatura: 10.66667 , luminosidad: 42.48
11:55 p. m. --- humedad: 8.333333 , humedad Relativa: 8 , Temperatura: 10.66667 , luminosidad: 42.48
11:55 p. m. --- humedad: 8.333333 , humedad Relativa: 8 , Temperatura: 10.66667 , luminosidad: 42.48
11:55 p. m. --- humedad: 9.333333 , humedad Relativa: 10.66667 , Temperatura: 11.66667 , luminosidad: 31.68
11:55 p. m. --- humedad: 9.333333 , humedad Relativa: 10.66667 , Temperatura: 11.66667 , luminosidad: 31.68
11:55 p. m. --- humedad: 10.66667 , humedad Relativa: 5.666667 , Temperatura: 9.333333 , luminosidad: 40.32
11:55 p. m. --- humedad: 10.66667 , humedad Relativa: 5.666667 , Temperatura: 9.333333 , luminosidad: 40.32
11:55 p. m. --- humedad: 10.66667 , humedad Relativa: 5.666667 , Temperatura: 9.333333 , luminosidad: 40.32
11:55 p. m. --- humedad: 8.666667 , humedad Relativa: 6.333333 , Temperatura: 9.666667 , luminosidad: 28.08
11:55 p. m. --- humedad: 8.666667 , humedad Relativa: 6.333333 , Temperatura: 9.666667 , luminosidad: 28.08
11:55 p. m. --- humedad: 4 , humedad Relativa: 11 , Temperatura: 9.333333 , luminosidad: 36.72
11:55 p. m. --- humedad: 4 , humedad Relativa: 11 , Temperatura: 9.333333 , luminosidad: 36.72
11:55 p. m. --- humedad: 4 , humedad Relativa: 11 , Temperatura: 9.333333 , luminosidad: 36.72
11:55 p. m. --- humedad: 6.666667 , humedad Relativa: 11 , Temperatura: 14.33333 , luminosidad: 33.84
11:55 p. m. --- humedad: 6.666667 , humedad Relativa: 11 , Temperatura: 14.33333 , luminosidad: 33.84
11:55 p. m. --- humedad: 15.66667 , humedad Relativa: 6.333333 , Temperatura: 10 , luminosidad: 24.48
11:55 p. m. --- humedad: 15.66667 , humedad Relativa: 6.333333 , Temperatura: 10 , luminosidad: 24.48
11:55 p. m. --- humedad: 15.66667 , humedad Relativa: 6.333333 , Temperatura: 10 , luminosidad: 30.96
11:55 p. m. --- humedad: 12.33333 , humedad Relativa: 16 , Temperatura: 3.333333 , luminosidad: 30.96
11:55 p. m. --- humedad: 12.33333 , humedad Relativa: 16 , Temperatura: 3.333333 , luminosidad: 30.96
11:55 p. m. --- humedad: 9.666667 , humedad Relativa: 10.66667 , Temperatura: 2.333333 , luminosidad: 20.88
11:55 p. m. --- humedad: 9.666667 , humedad Relativa: 10.66667 , Temperatura: 2.333333 , luminosidad: 20.88
11:55 p. m. --- humedad: 9.666667 , humedad Relativa: 10.66667 , Temperatura: 2.333333 , luminosidad: 44.64
11:55 p. m. --- humedad: 10.66667 , humedad Relativa: 3.333333 , Temperatura: 11.33333 , luminosidad: 44.64
11:55 p. m. --- humedad: 10.66667 , humedad Relativa: 3.333333 , Temperatura: 11.33333 , luminosidad: 44.64
11:55 p. m. --- humedad: 9.666667 , humedad Relativa: 4.333333 , Temperatura: 8.666667 , luminosidad: 20.16
11:56 p. m. --- humedad: 9.666667 , humedad Relativa: 4.333333 , Temperatura: 8.666667 , luminosidad: 20.16
11:56 p. m. --- humedad: 9.666667 , humedad Relativa: 4.333333 , Temperatura: 8.666667 , luminosidad: 21.6
11:56 p. m. --- humedad: 12 , humedad Relativa: 5.333333 , Temperatura: 7 , luminosidad: 21.6
11:56 p. m. --- humedad: 12 , humedad Relativa: 5.333333 , Temperatura: 7 , luminosidad: 21.6
11:56 p. m. --- humedad: 7.666667 , humedad Relativa: 11.33333 , Temperatura: 11.66667 , luminosidad: 32.4
11:56 p. m. --- humedad: 7.666667 , humedad Relativa: 11.33333 , Temperatura: 11.66667 , luminosidad: 32.4
11:56 p. m. --- humedad: 10.33333 , humedad Relativa: 11.66667 , Temperatura: 5.333333 , luminosidad: 37.44
11:56 p. m. --- humedad: 10.33333 , humedad Relativa: 11.66667 , Temperatura: 5.333333 , luminosidad: 37.44
11:56 p. m. --- humedad: 10.33333 , humedad Relativa: 11.66667 , Temperatura: 5.333333 , luminosidad: 37.44
11:56 p. m. --- humedad: 10.33333 , humedad Relativa: 11.66667 , Temperatura: 5.333333 , luminosidad: 14.4
11:56 p. m. --- humedad: 10.33333 , humedad Relativa: 11.66667 , Temperatura: 5.333333 , luminosidad: 14.4
11:56 p. m. --- humedad: 10.33333 , humedad Relativa: 11.66667 , Temperatura: 5.333333 , luminosidad: 14.4
11:56 p. m. --- humedad: 13 , humedad Relativa: 9.333333 , Temperatura: 6.333333 , luminosidad: 54
11:56 p. m. --- humedad: 13 , humedad Relativa: 9.333333 , Temperatura: 6.333333 , luminosidad: 54
11:56 p. m. --- humedad: 7.666667 , humedad Relativa: 10 , Temperatura: 7.666667 , luminosidad: 33.84
11:56 p. m. --- humedad: 7.666667 , humedad Relativa: 10 , Temperatura: 7.666667 , luminosidad: 33.84
