12:11 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
12:44 a. m. --- humedad: 15 , humedad Relativa: 11.33333 , Temperatura: 11.66667 , luminosidad: 20.88
12:44 a. m. --- humedad: 11.66667 , humedad Relativa: 11.66667 , Temperatura: 15 , luminosidad: 33.84
12:44 a. m. --- humedad: 11.66667 , humedad Relativa: 11.66667 , Temperatura: 15 , luminosidad: 33.84
12:48 a. m. --- humedad: 9 , humedad Relativa: 7 , Temperatura: 13 , luminosidad: 0
12:48 a. m. --- humedad: 9 , humedad Relativa: 7 , Temperatura: 13 , luminosidad: 0
12:48 a. m. --- humedad: 9 , humedad Relativa: 7 , Temperatura: 13 , luminosidad: 0
12:48 a. m. --- humedad: 16 , humedad Relativa: 9.333333 , Temperatura: 12 , luminosidad: 30.24
12:48 a. m. --- humedad: 16 , humedad Relativa: 9.333333 , Temperatura: 12 , luminosidad: 30.24
12:48 a. m. --- humedad: 8.333333 , humedad Relativa: 14 , Temperatura: 5 , luminosidad: 28.8
12:48 a. m. --- humedad: 8.333333 , humedad Relativa: 14 , Temperatura: 5 , luminosidad: 28.8
12:48 a. m. --- humedad: 8.333333 , humedad Relativa: 14 , Temperatura: 5 , luminosidad: 28.8
12:48 a. m. --- humedad: 13.33333 , humedad Relativa: 6.333333 , Temperatura: 10 , luminosidad: 36
12:48 a. m. --- humedad: 13.33333 , humedad Relativa: 6.333333 , Temperatura: 10 , luminosidad: 36
12:48 a. m. --- humedad: 12.66667 , humedad Relativa: 8 , Temperatura: 11.66667 , luminosidad: 33.84
12:48 a. m. --- humedad: 12.66667 , humedad Relativa: 8 , Temperatura: 11.66667 , luminosidad: 33.84
12:48 a. m. --- humedad: 12.66667 , humedad Relativa: 8 , Temperatura: 11.66667 , luminosidad: 33.84
12:48 a. m. --- humedad: 8 , humedad Relativa: 8 , Temperatura: 10.33333 , luminosidad: 27.36
12:48 a. m. --- humedad: 8 , humedad Relativa: 8 , Temperatura: 10.33333 , luminosidad: 27.36
12:48 a. m. --- humedad: 6.666667 , humedad Relativa: 7 , Temperatura: 10.66667 , luminosidad: 36.72
12:48 a. m. --- humedad: 6.666667 , humedad Relativa: 7 , Temperatura: 10.66667 , luminosidad: 36.72
12:48 a. m. --- humedad: 6.666667 , humedad Relativa: 7 , Temperatura: 10.66667 , luminosidad: 36.72
12:48 a. m. --- humedad: 3.666667 , humedad Relativa: 9.333333 , Temperatura: 10 , luminosidad: 23.76
12:48 a. m. --- humedad: 3.666667 , humedad Relativa: 9.333333 , Temperatura: 10 , luminosidad: 23.76
12:48 a. m. --- humedad: 9.666667 , humedad Relativa: 12.33333 , Temperatura: 10.33333 , luminosidad: 25.92
12:48 a. m. --- humedad: 9.666667 , humedad Relativa: 12.33333 , Temperatura: 10.33333 , luminosidad: 25.92
12:48 a. m. --- humedad: 9.666667 , humedad Relativa: 12.33333 , Temperatura: 10.33333 , luminosidad: 25.92
12:48 a. m. --- humedad: 17.33333 , humedad Relativa: 6.666667 , Temperatura: 14 , luminosidad: 38.88
12:48 a. m. --- humedad: 17.33333 , humedad Relativa: 6.666667 , Temperatura: 14 , luminosidad: 38.88
12:49 a. m. --- humedad: 14 , humedad Relativa: 6.666667 , Temperatura: 13.33333 , luminosidad: 14.4
12:49 a. m. --- humedad: 14 , humedad Relativa: 6.666667 , Temperatura: 13.33333 , luminosidad: 14.4
12:49 a. m. --- humedad: 14 , humedad Relativa: 6.666667 , Temperatura: 13.33333 , luminosidad: 14.4
12:49 a. m. --- humedad: 3.333333 , humedad Relativa: 3.333333 , Temperatura: 12.66667 , luminosidad: 36.72
12:49 a. m. --- humedad: 3.333333 , humedad Relativa: 3.333333 , Temperatura: 12.66667 , luminosidad: 36.72
12:49 a. m. --- humedad: 16.66667 , humedad Relativa: 10.66667 , Temperatura: 7 , luminosidad: 46.8
12:49 a. m. --- humedad: 16.66667 , humedad Relativa: 10.66667 , Temperatura: 7 , luminosidad: 46.8
12:49 a. m. --- humedad: 16.66667 , humedad Relativa: 10.66667 , Temperatura: 7 , luminosidad: 38.88
12:49 a. m. --- humedad: 9.666667 , humedad Relativa: 8.666667 , Temperatura: 8.666667 , luminosidad: 38.88
12:49 a. m. --- humedad: 9.666667 , humedad Relativa: 8.666667 , Temperatura: 8.666667 , luminosidad: 38.88
12:49 a. m. --- humedad: 9.666667 , humedad Relativa: 15.33333 , Temperatura: 12.33333 , luminosidad: 23.04
12:55 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
12:55 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
12:55 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
12:55 a. m. --- humedad: 9.666667 , humedad Relativa: 3.666667 , Temperatura: 8.333333 , luminosidad: 33.12
12:56 a. m. --- humedad: 9.666667 , humedad Relativa: 3.666667 , Temperatura: 8.333333 , luminosidad: 33.12
12:56 a. m. --- humedad: 9.666667 , humedad Relativa: 13.33333 , Temperatura: 10 , luminosidad: 55.44
12:56 a. m. --- humedad: 9.666667 , humedad Relativa: 13.33333 , Temperatura: 10 , luminosidad: 55.44
12:56 a. m. --- humedad: 9.666667 , humedad Relativa: 13.33333 , Temperatura: 10 , luminosidad: 55.44
12:57 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
12:57 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
12:57 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
12:57 a. m. --- humedad: 5.666667 , humedad Relativa: 12.66667 , Temperatura: 7.333333 , luminosidad: 56.16
12:57 a. m. --- humedad: 5.666667 , humedad Relativa: 12.66667 , Temperatura: 7.333333 , luminosidad: 56.16
12:57 a. m. --- humedad: 10.66667 , humedad Relativa: 12.66667 , Temperatura: 8 , luminosidad: 37.44
12:57 a. m. --- humedad: 10.66667 , humedad Relativa: 12.66667 , Temperatura: 8 , luminosidad: 37.44
12:57 a. m. --- humedad: 10.66667 , humedad Relativa: 12.66667 , Temperatura: 8 , luminosidad: 37.44
12:57 a. m. --- humedad: 4.666667 , humedad Relativa: 14.33333 , Temperatura: 10.33333 , luminosidad: 33.84
12:57 a. m. --- humedad: 4.666667 , humedad Relativa: 14.33333 , Temperatura: 10.33333 , luminosidad: 33.84
12:57 a. m. --- humedad: 7.666667 , humedad Relativa: 10.66667 , Temperatura: 14 , luminosidad: 22.32
12:57 a. m. --- humedad: 7.666667 , humedad Relativa: 10.66667 , Temperatura: 14 , luminosidad: 22.32
12:58 a. m. --- humedad: 13 , humedad Relativa: 5.333333 , Temperatura: 7.333333 , luminosidad: 0
12:58 a. m. --- humedad: 13 , humedad Relativa: 5.333333 , Temperatura: 7.333333 , luminosidad: 0
12:58 a. m. --- humedad: 13 , humedad Relativa: 5.333333 , Temperatura: 7.333333 , luminosidad: 0
12:58 a. m. --- humedad: 14.33333 , humedad Relativa: 9 , Temperatura: 8.666667 , luminosidad: 37.44
12:58 a. m. --- humedad: 14.33333 , humedad Relativa: 9 , Temperatura: 8.666667 , luminosidad: 37.44
12:58 a. m. --- humedad: 9.333333 , humedad Relativa: 15.33333 , Temperatura: 15 , luminosidad: 32.4
12:58 a. m. --- humedad: 9.333333 , humedad Relativa: 15.33333 , Temperatura: 15 , luminosidad: 32.4
12:58 a. m. --- humedad: 9.333333 , humedad Relativa: 15.33333 , Temperatura: 15 , luminosidad: 32.4
12:58 a. m. --- humedad: 3 , humedad Relativa: 8.333333 , Temperatura: 14.33333 , luminosidad: 36
12:59 a. m. --- humedad: 13.66667 , humedad Relativa: 4.666667 , Temperatura: 10.33333 , luminosidad: 0
12:59 a. m. --- humedad: 13.66667 , humedad Relativa: 4.666667 , Temperatura: 10.33333 , luminosidad: 0
12:59 a. m. --- humedad: 13.66667 , humedad Relativa: 4.666667 , Temperatura: 10.33333 , luminosidad: 0
12:59 a. m. --- humedad: 10 , humedad Relativa: 2.666667 , Temperatura: 7.333333 , luminosidad: 33.84
12:59 a. m. --- humedad: 10 , humedad Relativa: 2.666667 , Temperatura: 7.333333 , luminosidad: 33.84
12:59 a. m. --- humedad: 10.33333 , humedad Relativa: 10.66667 , Temperatura: 10 , luminosidad: 51.12
12:59 a. m. --- humedad: 10.33333 , humedad Relativa: 10.66667 , Temperatura: 10 , luminosidad: 51.12
12:59 a. m. --- humedad: 10.33333 , humedad Relativa: 10.66667 , Temperatura: 10 , luminosidad: 51.12
12:59 a. m. --- humedad: 16.33333 , humedad Relativa: 8.333333 , Temperatura: 8.333333 , luminosidad: 53.28
12:59 a. m. --- humedad: 16.33333 , humedad Relativa: 8.333333 , Temperatura: 8.333333 , luminosidad: 53.28
12:59 a. m. --- humedad: 3 , humedad Relativa: 7.666667 , Temperatura: 10.33333 , luminosidad: 18.72
12:59 a. m. --- humedad: 3 , humedad Relativa: 7.666667 , Temperatura: 10.33333 , luminosidad: 18.72
12:59 a. m. --- humedad: 3 , humedad Relativa: 7.666667 , Temperatura: 10.33333 , luminosidad: 18.72
12:59 a. m. --- humedad: 9 , humedad Relativa: 13.66667 , Temperatura: 3.666667 , luminosidad: 30.24
12:59 a. m. --- humedad: 9 , humedad Relativa: 13.66667 , Temperatura: 3.666667 , luminosidad: 30.24
12:59 a. m. --- humedad: 8 , humedad Relativa: 12.33333 , Temperatura: 5.666667 , luminosidad: 28.08
12:59 a. m. --- humedad: 8 , humedad Relativa: 12.33333 , Temperatura: 5.666667 , luminosidad: 28.08
12:59 a. m. --- humedad: 8 , humedad Relativa: 12.33333 , Temperatura: 5.666667 , luminosidad: 28.08
01:00 a. m. --- humedad: 17 , humedad Relativa: 9.666667 , Temperatura: 10.66667 , luminosidad: 18.72
01:00 a. m. --- humedad: 17 , humedad Relativa: 9.666667 , Temperatura: 10.66667 , luminosidad: 18.72
01:00 a. m. --- humedad: 6 , humedad Relativa: 17 , Temperatura: 13.33333 , luminosidad: 54
01:00 a. m. --- humedad: 6 , humedad Relativa: 17 , Temperatura: 13.33333 , luminosidad: 54
01:00 a. m. --- humedad: 6 , humedad Relativa: 17 , Temperatura: 13.33333 , luminosidad: 54
01:00 a. m. --- humedad: 6.666667 , humedad Relativa: 12.66667 , Temperatura: 7.333333 , luminosidad: 32.4
01:00 a. m. --- humedad: 6.666667 , humedad Relativa: 12.66667 , Temperatura: 7.333333 , luminosidad: 32.4
01:00 a. m. --- humedad: 7.666667 , humedad Relativa: 7.333333 , Temperatura: 2.666667 , luminosidad: 41.04
01:00 a. m. --- humedad: 7.666667 , humedad Relativa: 7.333333 , Temperatura: 2.666667 , luminosidad: 41.04
01:00 a. m. --- humedad: 7.666667 , humedad Relativa: 7.333333 , Temperatura: 2.666667 , luminosidad: 41.04
01:00 a. m. --- humedad: 14 , humedad Relativa: 10.66667 , Temperatura: 12 , luminosidad: 38.88
01:00 a. m. --- humedad: 14 , humedad Relativa: 10.66667 , Temperatura: 12 , luminosidad: 38.88
01:00 a. m. --- humedad: 10 , humedad Relativa: 2.666667 , Temperatura: 9.333333 , luminosidad: 23.04
01:00 a. m. --- humedad: 10 , humedad Relativa: 2.666667 , Temperatura: 9.333333 , luminosidad: 23.04
01:00 a. m. --- humedad: 10 , humedad Relativa: 2.666667 , Temperatura: 9.333333 , luminosidad: 23.04
01:00 a. m. --- humedad: 11.66667 , humedad Relativa: 13.33333 , Temperatura: 10.66667 , luminosidad: 30.24
01:00 a. m. --- humedad: 11.66667 , humedad Relativa: 13.33333 , Temperatura: 10.66667 , luminosidad: 30.24
01:00 a. m. --- humedad: 11.66667 , humedad Relativa: 13.33333 , Temperatura: 10.66667 , luminosidad: 33.12
01:00 a. m. --- humedad: 9.666667 , humedad Relativa: 11 , Temperatura: 11.66667 , luminosidad: 33.12
01:00 a. m. --- humedad: 9.666667 , humedad Relativa: 11 , Temperatura: 11.66667 , luminosidad: 23.04
01:00 a. m. --- humedad: 8.666667 , humedad Relativa: 12 , Temperatura: 14 , luminosidad: 23.04
01:00 a. m. --- humedad: 8.666667 , humedad Relativa: 12 , Temperatura: 14 , luminosidad: 23.04
01:00 a. m. --- humedad: 8.666667 , humedad Relativa: 12 , Temperatura: 14 , luminosidad: 41.76
01:00 a. m. --- humedad: 11.33333 , humedad Relativa: 10 , Temperatura: 5.333333 , luminosidad: 41.76
01:00 a. m. --- humedad: 11.33333 , humedad Relativa: 10 , Temperatura: 5.333333 , luminosidad: 30.24
01:00 a. m. --- humedad: 11.66667 , humedad Relativa: 8.333333 , Temperatura: 3.333333 , luminosidad: 30.24
01:00 a. m. --- humedad: 11.66667 , humedad Relativa: 8.333333 , Temperatura: 3.333333 , luminosidad: 30.24
01:00 a. m. --- humedad: 11.66667 , humedad Relativa: 8.333333 , Temperatura: 3.333333 , luminosidad: 36.72
01:00 a. m. --- humedad: 14 , humedad Relativa: 17 , Temperatura: 16 , luminosidad: 36.72
01:01 a. m. --- humedad: 14 , humedad Relativa: 17 , Temperatura: 16 , luminosidad: 33.12
01:01 a. m. --- humedad: 9.333333 , humedad Relativa: 12 , Temperatura: 9.333333 , luminosidad: 33.12
01:01 a. m. --- humedad: 9.333333 , humedad Relativa: 12 , Temperatura: 9.333333 , luminosidad: 33.12
01:01 a. m. --- humedad: 9.333333 , humedad Relativa: 12 , Temperatura: 9.333333 , luminosidad: 25.2
01:01 a. m. --- humedad: 8 , humedad Relativa: 14.33333 , Temperatura: 10.33333 , luminosidad: 25.2
01:01 a. m. --- humedad: 8 , humedad Relativa: 14.33333 , Temperatura: 10.33333 , luminosidad: 28.08
01:01 a. m. --- humedad: 5 , humedad Relativa: 5 , Temperatura: 3.666667 , luminosidad: 28.08
01:01 a. m. --- humedad: 5 , humedad Relativa: 5 , Temperatura: 3.666667 , luminosidad: 28.08
01:01 a. m. --- humedad: 5 , humedad Relativa: 5 , Temperatura: 3.666667 , luminosidad: 33.84
01:01 a. m. --- humedad: 3.333333 , humedad Relativa: 8 , Temperatura: 12.66667 , luminosidad: 33.84
01:10 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:10 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:10 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:10 a. m. --- humedad: 8.333333 , humedad Relativa: 10.33333 , Temperatura: 11.33333 , luminosidad: 38.88
01:10 a. m. --- humedad: 8.333333 , humedad Relativa: 10.33333 , Temperatura: 11.33333 , luminosidad: 38.88
01:10 a. m. --- humedad: 6.666667 , humedad Relativa: 12 , Temperatura: 10 , luminosidad: 13.68
01:10 a. m. --- humedad: 6.666667 , humedad Relativa: 12 , Temperatura: 10 , luminosidad: 13.68
01:10 a. m. --- humedad: 6.666667 , humedad Relativa: 12 , Temperatura: 10 , luminosidad: 13.68
01:10 a. m. --- humedad: 10 , humedad Relativa: 7.666667 , Temperatura: 11.33333 , luminosidad: 34.56
01:10 a. m. --- humedad: 10 , humedad Relativa: 7.666667 , Temperatura: 11.33333 , luminosidad: 34.56
01:10 a. m. --- humedad: 14.33333 , humedad Relativa: 15 , Temperatura: 9.666667 , luminosidad: 43.2
01:10 a. m. --- humedad: 14.33333 , humedad Relativa: 15 , Temperatura: 9.666667 , luminosidad: 43.2
01:10 a. m. --- humedad: 14.33333 , humedad Relativa: 15 , Temperatura: 9.666667 , luminosidad: 43.2
01:14 a. m. --- humedad: 3.333333 , humedad Relativa: 7.666667 , Temperatura: 11.66667 , luminosidad: 0
01:14 a. m. --- humedad: 3.333333 , humedad Relativa: 7.666667 , Temperatura: 11.66667 , luminosidad: 0
01:14 a. m. --- humedad: 3.333333 , humedad Relativa: 7.666667 , Temperatura: 11.66667 , luminosidad: 0
01:14 a. m. --- humedad: 11.33333 , humedad Relativa: 13.66667 , Temperatura: 12.33333 , luminosidad: 46.08
01:14 a. m. --- humedad: 11.33333 , humedad Relativa: 13.66667 , Temperatura: 12.33333 , luminosidad: 46.08
01:14 a. m. --- humedad: 4.666667 , humedad Relativa: 6.666667 , Temperatura: 3 , luminosidad: 32.4
01:14 a. m. --- humedad: 4.666667 , humedad Relativa: 6.666667 , Temperatura: 3 , luminosidad: 32.4
01:14 a. m. --- humedad: 4.666667 , humedad Relativa: 6.666667 , Temperatura: 3 , luminosidad: 32.4
01:15 a. m. --- humedad: 8.666667 , humedad Relativa: 6 , Temperatura: 10 , luminosidad: 0
01:15 a. m. --- humedad: 8.666667 , humedad Relativa: 6 , Temperatura: 10 , luminosidad: 0
01:15 a. m. --- humedad: 8.666667 , humedad Relativa: 6 , Temperatura: 10 , luminosidad: 0
01:15 a. m. --- humedad: 9 , humedad Relativa: 13 , Temperatura: 8.666667 , luminosidad: 26.64
01:15 a. m. --- humedad: 9 , humedad Relativa: 13 , Temperatura: 8.666667 , luminosidad: 26.64
01:15 a. m. --- humedad: 9 , humedad Relativa: 7.666667 , Temperatura: 11 , luminosidad: 35.28
01:15 a. m. --- humedad: 9 , humedad Relativa: 7.666667 , Temperatura: 11 , luminosidad: 35.28
01:15 a. m. --- humedad: 9 , humedad Relativa: 7.666667 , Temperatura: 11 , luminosidad: 35.28
01:15 a. m. --- humedad: 10.33333 , humedad Relativa: 8 , Temperatura: 8.666667 , luminosidad: 30.96
01:15 a. m. --- humedad: 10.33333 , humedad Relativa: 8 , Temperatura: 8.666667 , luminosidad: 30.96
01:15 a. m. --- humedad: 10.33333 , humedad Relativa: 9.666667 , Temperatura: 11 , luminosidad: 36
01:15 a. m. --- humedad: 10.33333 , humedad Relativa: 9.666667 , Temperatura: 11 , luminosidad: 36
01:16 a. m. --- humedad: 10.33333 , humedad Relativa: 9.666667 , Temperatura: 11 , luminosidad: 36
01:16 a. m. --- humedad: 12 , humedad Relativa: 6.666667 , Temperatura: 9 , luminosidad: 28.08
01:16 a. m. --- humedad: 12 , humedad Relativa: 6.666667 , Temperatura: 9 , luminosidad: 28.08
01:16 a. m. --- humedad: 10 , humedad Relativa: 15 , Temperatura: 10.66667 , luminosidad: 30.24
01:16 a. m. --- humedad: 10 , humedad Relativa: 15 , Temperatura: 10.66667 , luminosidad: 30.24
01:16 a. m. --- humedad: 10 , humedad Relativa: 15 , Temperatura: 10.66667 , luminosidad: 30.24
01:16 a. m. --- humedad: 12.66667 , humedad Relativa: 10 , Temperatura: 7 , luminosidad: 33.12
01:20 a. m. --- humedad: 9.666667 , humedad Relativa: 8.666667 , Temperatura: 9.666667 , luminosidad: 0
01:20 a. m. --- humedad: 9.666667 , humedad Relativa: 8.666667 , Temperatura: 9.666667 , luminosidad: 0
01:20 a. m. --- humedad: 9.666667 , humedad Relativa: 8.666667 , Temperatura: 9.666667 , luminosidad: 0
01:20 a. m. --- humedad: 10.33333 , humedad Relativa: 3 , Temperatura: 6.666667 , luminosidad: 23.76
01:20 a. m. --- humedad: 10.33333 , humedad Relativa: 3 , Temperatura: 6.666667 , luminosidad: 23.76
01:20 a. m. --- humedad: 9.333333 , humedad Relativa: 10.33333 , Temperatura: 10 , luminosidad: 23.04
01:20 a. m. --- humedad: 9.333333 , humedad Relativa: 10.33333 , Temperatura: 10 , luminosidad: 23.04
01:20 a. m. --- humedad: 9.333333 , humedad Relativa: 10.33333 , Temperatura: 10 , luminosidad: 23.04
01:20 a. m. --- humedad: 11.66667 , humedad Relativa: 8.333333 , Temperatura: 12 , luminosidad: 45.36
01:20 a. m. --- humedad: 11.66667 , humedad Relativa: 8.333333 , Temperatura: 12 , luminosidad: 45.36
01:20 a. m. --- humedad: 9.666667 , humedad Relativa: 8.333333 , Temperatura: 14.33333 , luminosidad: 30.96
01:20 a. m. --- humedad: 9.666667 , humedad Relativa: 8.333333 , Temperatura: 14.33333 , luminosidad: 30.96
01:20 a. m. --- humedad: 9.666667 , humedad Relativa: 8.333333 , Temperatura: 14.33333 , luminosidad: 30.96
01:20 a. m. --- humedad: 13 , humedad Relativa: 3.333333 , Temperatura: 8.333333 , luminosidad: 23.04
01:20 a. m. --- humedad: 13 , humedad Relativa: 3.333333 , Temperatura: 8.333333 , luminosidad: 23.04
01:20 a. m. --- humedad: 9.333333 , humedad Relativa: 8 , Temperatura: 15.33333 , luminosidad: 25.2
01:20 a. m. --- humedad: 9.333333 , humedad Relativa: 8 , Temperatura: 15.33333 , luminosidad: 25.2
01:20 a. m. --- humedad: 9.333333 , humedad Relativa: 8 , Temperatura: 15.33333 , luminosidad: 25.2
01:20 a. m. --- humedad: 12 , humedad Relativa: 11.66667 , Temperatura: 6 , luminosidad: 37.44
01:20 a. m. --- humedad: 12 , humedad Relativa: 11.66667 , Temperatura: 6 , luminosidad: 37.44
01:20 a. m. --- humedad: 11.33333 , humedad Relativa: 11.33333 , Temperatura: 8.666667 , luminosidad: 28.08
01:20 a. m. --- humedad: 11.33333 , humedad Relativa: 11.33333 , Temperatura: 8.666667 , luminosidad: 28.08
01:20 a. m. --- humedad: 11.33333 , humedad Relativa: 11.33333 , Temperatura: 8.666667 , luminosidad: 28.08
01:21 a. m. --- humedad: 2 , humedad Relativa: 2 , Temperatura: 10 , luminosidad: 38.16
01:21 a. m. --- humedad: 2 , humedad Relativa: 2 , Temperatura: 10 , luminosidad: 38.16
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 12 , Temperatura: 14.66667 , luminosidad: 31.68
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 12 , Temperatura: 14.66667 , luminosidad: 31.68
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 12 , Temperatura: 14.66667 , luminosidad: 31.68
01:21 a. m. --- humedad: 5 , humedad Relativa: 8.666667 , Temperatura: 7.333333 , luminosidad: 26.64
01:21 a. m. --- humedad: 5 , humedad Relativa: 8.666667 , Temperatura: 7.333333 , luminosidad: 26.64
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 10.66667 , Temperatura: 5 , luminosidad: 30.96
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 10.66667 , Temperatura: 5 , luminosidad: 30.96
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 10.66667 , Temperatura: 5 , luminosidad: 30.96
01:21 a. m. --- humedad: 2.666667 , humedad Relativa: 11.33333 , Temperatura: 11.66667 , luminosidad: 32.4
01:21 a. m. --- humedad: 2.666667 , humedad Relativa: 11.33333 , Temperatura: 11.66667 , luminosidad: 32.4
01:21 a. m. --- humedad: 10.33333 , humedad Relativa: 8.666667 , Temperatura: 6 , luminosidad: 16.56
01:21 a. m. --- humedad: 10.33333 , humedad Relativa: 8.666667 , Temperatura: 6 , luminosidad: 16.56
01:21 a. m. --- humedad: 10.33333 , humedad Relativa: 8.666667 , Temperatura: 6 , luminosidad: 36.72
01:21 a. m. --- humedad: 8.666667 , humedad Relativa: 6.666667 , Temperatura: 5.333333 , luminosidad: 36.72
01:21 a. m. --- humedad: 8.666667 , humedad Relativa: 6.666667 , Temperatura: 5.333333 , luminosidad: 36.72
01:21 a. m. --- humedad: 6.666667 , humedad Relativa: 8.666667 , Temperatura: 13.33333 , luminosidad: 28.8
01:21 a. m. --- humedad: 6.666667 , humedad Relativa: 8.666667 , Temperatura: 13.33333 , luminosidad: 28.8
01:21 a. m. --- humedad: 6.666667 , humedad Relativa: 8.666667 , Temperatura: 13.33333 , luminosidad: 52.56
01:21 a. m. --- humedad: 4 , humedad Relativa: 6.666667 , Temperatura: 5.666667 , luminosidad: 52.56
01:21 a. m. --- humedad: 4 , humedad Relativa: 6.666667 , Temperatura: 5.666667 , luminosidad: 52.56
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 3.333333 , Temperatura: 7.666667 , luminosidad: 20.88
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 3.333333 , Temperatura: 7.666667 , luminosidad: 20.88
01:21 a. m. --- humedad: 12.66667 , humedad Relativa: 3.333333 , Temperatura: 7.666667 , luminosidad: 31.68
01:21 a. m. --- humedad: 6 , humedad Relativa: 7.333333 , Temperatura: 7 , luminosidad: 31.68
01:21 a. m. --- humedad: 6 , humedad Relativa: 7.333333 , Temperatura: 7 , luminosidad: 31.68
01:21 a. m. --- humedad: 8 , humedad Relativa: 10.33333 , Temperatura: 7.666667 , luminosidad: 42.48
01:21 a. m. --- humedad: 8 , humedad Relativa: 10.33333 , Temperatura: 7.666667 , luminosidad: 42.48
01:21 a. m. --- humedad: 8 , humedad Relativa: 10.33333 , Temperatura: 7.666667 , luminosidad: 23.04
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 8.333333 , Temperatura: 11.66667 , luminosidad: 23.04
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 8.333333 , Temperatura: 11.66667 , luminosidad: 23.04
01:22 a. m. --- humedad: 6 , humedad Relativa: 9.333333 , Temperatura: 10 , luminosidad: 41.04
01:22 a. m. --- humedad: 6 , humedad Relativa: 9.333333 , Temperatura: 10 , luminosidad: 41.04
01:22 a. m. --- humedad: 9 , humedad Relativa: 7 , Temperatura: 13.66667 , luminosidad: 25.2
01:22 a. m. --- humedad: 9 , humedad Relativa: 7 , Temperatura: 13.66667 , luminosidad: 25.2
01:22 a. m. --- humedad: 9 , humedad Relativa: 7 , Temperatura: 13.66667 , luminosidad: 25.2
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 9.333333 , luminosidad: 40.32
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 9.333333 , luminosidad: 40.32
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 9.333333 , luminosidad: 50.4
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 9.333333 , luminosidad: 50.4
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 9.333333 , luminosidad: 50.4
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 9.333333 , luminosidad: NaN
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 9.333333 , luminosidad: NaN
01:22 a. m. --- humedad: 10.33333 , humedad Relativa: 13.33333 , Temperatura: 9.333333 , luminosidad: 22.8
01:22 a. m. --- humedad: 7.333333 , humedad Relativa: 7 , Temperatura: 9.666667 , luminosidad: 22.8
01:22 a. m. --- humedad: 7.333333 , humedad Relativa: 7 , Temperatura: 9.666667 , luminosidad: 23.76
01:22 a. m. --- humedad: 9 , humedad Relativa: 10.66667 , Temperatura: 13.33333 , luminosidad: 23.76
01:24 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:24 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:26 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:26 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:26 a. m. --- humedad: 0 , humedad Relativa: 0 , Temperatura: 0 , luminosidad: 0
01:26 a. m. --- humedad: 11.33333 , humedad Relativa: 8.333333 , Temperatura: 11.66667 , luminosidad: 30.24
01:26 a. m. --- humedad: 11.33333 , humedad Relativa: 8.333333 , Temperatura: 11.66667 , luminosidad: 30.24
01:26 a. m. --- humedad: 8.666667 , humedad Relativa: 13 , Temperatura: 16 , luminosidad: 32.4
01:26 a. m. --- humedad: 8.666667 , humedad Relativa: 13 , Temperatura: 16 , luminosidad: 32.4
01:26 a. m. --- humedad: 8.666667 , humedad Relativa: 13 , Temperatura: 16 , luminosidad: 32.4
01:26 a. m. --- humedad: 8 , humedad Relativa: 7.666667 , Temperatura: 10.33333 , luminosidad: 38.16
